address,lat,lon,building_material,build_year,floor,total_floors,rooms,area_total,usd_price,is_old,condition_unfinished,series_group
"Бишкек, Тунгуч м-н",42.8534,74.6847,панельный,1992.0,1.0,9.0,1,34.0,55900,1,0,high
"Бишкек, Учкун ж/м, Ауэзова 6/1",42.8703,74.6912,кирпичный,2022.0,6.0,7.0,4,150.0,150000,0,0,high
"Бишкек, Парк Панфилова/Спартак, Панфилова, 202",42.8833,74.6015,кирпичный,1972.0,1.0,5.0,3,60.0,95000,1,0,mid
"Бишкек, Московская - Белинка, манаса 5",42.8666,74.5899,панельный,1992.0,8.0,9.0,3,75.0,109000,1,0,mid
"Бишкек, Кок-Жар ж/м",42.8428,74.6462,кирпичный,2022.0,6.0,9.0,1,35.0,51000,0,0,low
"Бишкек, 7 м-н",42.8282,74.6181,монолитный,2010.0,4.0,9.0,2,78.0,115500,0,0,low
"Бишкек, Магистраль, Куттубаева/Южн. Магистраль",42.8113,74.6221,монолитный,2025.0,10.0,14.0,2,50.0,52000,0,1,low
"Бишкек, Горького - Алма-Атинская, Горького-7-апреля",42.8566,74.6386,монолитный,2024.0,5.0,9.0,1,55.0,70000,0,0,low
"Бишкек, Парк Ататюрк",42.8368,74.5979,панельный,1980.0,1.0,4.0,3,58.0,77000,1,0,high
"Бишкек, VEFA,  ул.Горького 33",42.8575,74.607,монолитный,2025.0,11.0,12.0,3,106.51,170416,0,1,low
"Бишкек, Восток-5 м-н, пр. Чуй 26/Алма-Атинская",42.8748,74.6359,кирпичный,2016.0,2.0,5.0,2,45.0,80000,0,0,high
"Бишкек, 7 м-н",42.8245,74.617,монолитный,2012.0,1.0,10.0,3,68.0,107000,0,0,mid
"Бишкек, Политех",42.8442,74.5858,панельный,1992.0,1.0,4.0,1,29.0,56000,1,0,high
"Бишкек, 8 м-н 17",42.8332,74.6133,панельный,1992.0,4.0,4.0,1,32.0,59400,1,0,high
"Бишкек, АЮ Grand",42.8585,74.6886,панельный,2025.0,3.0,9.0,2,74.9,65200,0,1,low
"Бишкек, 11 м-н,  ул. Саякабай Каралаева 13/9",42.8229,74.6328,монолитный,2024.0,6.0,15.0,3,124.0,186000,0,1,low
"Бишкек, Асанбай м-н, ​Улица Байтик Баатыра, 4 4Б/3/Аалы Токомбаева",42.8228,74.6195,кирпичный,2024.0,12.0,12.0,2,85.0,97750,0,1,low
"Бишкек, Джальская больница,  ул. Айни 95",42.8489,74.5704,монолитный,2023.0,10.0,13.0,2,53.0,72000,0,0,low
"Бишкек, с. Кок-Джар, с. Кок-Джар Бейшена Егимбаева, 145/1",42.814,74.6469,монолитный,2023.0,3.0,9.0,1,44.0,63000,0,0,low
"Бишкек, Горького - Панфилова,  ул. тыныстанова 99/горького",42.8599,74.6022,монолитный,2023.0,5.0,10.0,2,65.0,110000,0,0,low
"Бишкек, Верхний Джал м-н,",42.836,74.567,кирпичный,2022.0,3.0,9.0,3,88.0,122000,0,0,low
"Бишкек, ЖД вокзал, Панфилова 153",42.8669,74.6006,монолитный,2011.0,4.0,9.0,1,40.0,76000,0,0,low
"Бишкек, с. Кок-Джар, Алма-Aтинская/Токомбаева",42.8163,74.6486,монолитный,2020.0,7.0,9.0,3,122.0,163000,0,0,low
"Бишкек, Молодая Гвардия, Калыка Акиева",42.8721,74.5773,панельный,1992.0,5.0,5.0,1,32.0,59000,1,0,high
"Бишкек, Ак Кеме, Чынгыза Айтматова пр-т, 97",42.8313,74.5836,монолитный,2022.0,8.0,10.0,4,160.0,240000,0,0,mid
"Бишкек, Магистраль, Куттубаева/Южная Магистраль",42.8161,74.6228,монолитный,2022.0,13.0,14.0,2,70.26,87300,0,1,low
"Бишкек, Магистраль, Куттубаева/Южная Магистраль",42.8161,74.6228,кирпичный,2022.0,11.0,12.0,1,32.0,42000,0,1,low
"Бишкек, Асанбай м-н, Куттубаева/Токомбаева",42.8204,74.6225,кирпичный,2024.0,2.0,10.0,1,55.0,97000,0,1,low
"Бишкек, Ынтымак ж/м, Магистральная/Курултай",42.8099,74.5734,монолитный,2024.0,8.0,9.0,2,61.0,65000,0,1,low
"Бишкек, Магистраль, Сухэ-Батора/Токомбаева",42.8195,74.6155,монолитный,2019.0,5.0,12.0,4,167.3,217490,0,1,low
"Бишкек, Магистраль,  ул. Токомбаева/Куттубаева",42.8167,74.6245,монолитный,2025.0,5.0,9.0,2,80.0,147000,0,1,low
"Бишкек, Магистраль, Чынгыза Айтматова пр-т, 88",42.823,74.5856,монолитный,2023.0,10.0,14.0,1,53.0,113000,0,0,mid
"Бишкек, Душанбинка, Токтоналиева 54/Боконбаева",42.847,74.5916,монолитный,2015.0,2.0,12.0,1,51.0,81000,0,0,low
"Бишкек, Золотой квадрат, Тыныстанова/Боконбаева",42.8731,74.6085,кирпичный,1980.0,2.0,9.0,3,92.0,190000,1,0,mid
"Бишкек, Магистраль, Сухэ Батора/Южная Магистраль",42.8167,74.6083,монолитный,2025.0,3.0,13.0,1,36.6,50000,0,1,low
"Бишкек, Горького - Алма-Атинская, Горького",42.8568,74.6308,монолитный,2024.0,5.0,14.0,3,102.0,107100,0,1,low
"Бишкек, 12 м-н, мкрн 12, ул. Саякбая Каралаева 21а/Нуркамал Жетикашкаевой",42.8157,74.6374,монолитный,2023.0,2.0,10.0,3,90.0,155000,0,0,low
"Бишкек, 12 м-н",42.8139,74.6375,панельный,1992.0,7.0,9.0,3,72.0,125000,1,0,high
"Бишкек, VEFA, Кулатова/Элебаева",42.8592,74.6134,монолитный,2022.0,11.0,15.0,2,73.0,117000,0,0,low
"Бишкек, 4 м-н",42.8398,74.6232,панельный,1979.0,2.0,4.0,2,58.0,86500,1,0,high
"Бишкек, Горького - Алма-Атинская, Горького-7-апреля",42.8566,74.6386,кирпичный,2024.0,7.0,16.0,1,40.0,47000,0,1,low
"Бишкек, Учкун м-н, Чуй/Ауэзова",42.8717,74.6908,монолитный,2021.0,9.0,12.0,2,50.0,77000,0,0,low
"Бишкек, Асанбай м-н, Асанбай мкр., 13",42.8213,74.6209,панельный,1990.0,7.0,9.0,3,68.9,115000,1,0,high
"Бишкек, с. Кок-Джар, Арашан, 10а",42.8174,74.648,кирпичный,2025.0,10.0,12.0,2,78.2,61000,0,0,mid
"Бишкек, 11 м-н",42.8202,74.6294,панельный,1992.0,4.0,4.0,2,43.0,67000,1,0,high
"Бишкек, Аламедин-1 м-н",42.8789,74.6837,кирпичный,2025.0,6.0,8.0,1,28.0,39800,0,0,low
"Бишкек, Старый аэропорт, пр. Чингиза Айтматова 96/1",42.8386,74.5827,монолитный,2018.0,6.0,10.0,4,219.0,517000,0,0,low
"Бишкек, Лебединовка, с. Лебединовка, ул. Мичурина 16",42.8794,74.6947,кирпичный,2025.0,3.0,8.0,2,73.0,94000,0,1,low
"Бишкек, 3 м-н",42.8402,74.6205,панельный,1992.0,4.0,4.0,1,32.0,56500,1,0,high
"Бишкек, 8 м-н",42.831,74.6129,панельный,1980.0,4.0,4.0,2,46.0,76000,1,0,high
"Бишкек, Пишпек ж/м,  ул.Теремичкова 15",42.8613,74.5525,монолитный,2025.0,9.0,9.0,2,75.8,68000,0,1,low
"Бишкек, с. Маевка",42.921,74.571,кирпичный,2022.0,4.0,5.0,1,34.0,51000,0,0,low
"Бишкек, ЦУМ, Киевская 76/Тыныстанова",42.8741,74.6098,монолитный,2018.0,19.0,19.0,2,70.0,179000,0,0,low
"Бишкек, Магистраль, просп. Айтматова / ул. Масалиева",42.8191,74.5857,монолитный,2021.0,2.0,14.0,2,80.0,170000,0,0,low
"Бишкек, Городок энергетиков",42.8776,74.6906,кирпичный,2022.0,2.0,4.0,2,44.0,67000,0,0,mid
"Бишкек, VEFA",42.8574,74.6127,кирпичный,2022.0,4.0,5.0,2,44.0,71500,0,0,mid
"Бишкек, Аламедин-1 м-н",42.8788,74.6796,панельный,1992.0,3.0,5.0,1,34.0,54500,1,0,high
"Бишкек, Горького - Алма-Атинская, 7 апреля 1/1/Горького",42.8585,74.6315,монолитный,2023.0,7.0,10.0,4,105.0,110500,0,0,low
"Бишкек, Нижний Токольдош, армейская 70/1",42.8691,74.6326,кирпичный,2023.0,1.0,3.0,2,68.0,71000,0,1,mid
"Бишкек, Тунгуч м-н, 1 1",42.853,74.6883,панельный,1999.0,9.0,9.0,1,36.0,55448,1,0,high
"Бишкек, БГУ",42.8483,74.5857,кирпичный,2024.0,4.0,12.0,3,96.0,107500,0,1,low
"Бишкек, 12 м-н, Саякбая Каралаева 16/1",42.8148,74.6399,кирпичный,2016.0,2.0,10.0,2,78.0,142700,0,0,low
"Бишкек, Карпинка, Токтогула 37/Карпинка",42.8717,74.6227,кирпичный,2022.0,9.0,9.0,2,52.0,87000,0,0,high
"Бишкек, Магистраль, Сухэ Батора",42.8189,74.6134,кирпичный,2024.0,5.0,14.0,3,92.0,115000,0,1,low
"Бишкек, Старый аэропорт",42.8395,74.5792,панельный,2022.0,1.0,9.0,2,70.0,90000,0,0,low
"Бишкек, Горького - Алма-Атинская, Анкара 3/4",42.8564,74.6424,панельный,2025.0,5.0,10.0,1,48.0,60000,0,1,low
"Бишкек, 6 м-н",42.8261,74.6294,панельный,1992.0,1.0,9.0,3,73.0,109000,1,0,high
"Бишкек, 3 м-н",42.8401,74.6217,панельный,1975.0,4.0,4.0,1,32.0,57000,1,0,high
"Бишкек, Джал 15 м-н, Ахунбаева/Тыналиева",42.8449,74.5673,монолитный,2014.0,17.0,18.0,1,41.0,61000,0,0,low
"Бишкек, Кок-Жар ж/м, Кок-Жар, ул.Куйручук 28",42.8465,74.6413,монолитный,2024.0,8.0,12.0,3,74.0,85100,0,1,low
"Бишкек, VEFA, Горького/Фатьянова",42.8562,74.6059,монолитный,2017.0,10.0,10.0,3,91.0,146000,0,0,low
"Бишкек, Магистраль, пр. Ч. Айтматова 88",42.8234,74.5859,кирпичный,2024.0,12.0,13.0,1,54.0,142000,0,0,low
"Бишкек, Мадина,  ул. 7 апреля",42.8689,74.6377,монолитный,2022.0,16.0,16.0,1,50.0,55000,0,1,low
"Бишкек, Московская - Уметалиева, Калыка Акиева 9/Чокморова",42.869,74.5774,кирпичный,2022.0,1.0,5.0,1,36.0,55000,0,0,high
"Бишкек, Средний Джал м-н",42.8382,74.566,монолитный,2023.0,4.0,9.0,1,39.0,65000,0,0,low
"Бишкек, Аламедин-1 м-н, Аламедин1",42.8762,74.6866,кирпичный,1970.0,3.0,5.0,2,48.0,73500,1,0,high
"Бишкек, с. Кок-Джар, с. Кок-Жар, ул.Конур Осмона",42.8137,74.6485,монолитный,2024.0,9.0,12.0,3,83.0,109000,0,0,low
"Бишкек, Магистраль,  ул. Токомбаева/Куттубаева",42.8167,74.6245,монолитный,2025.0,6.0,12.0,3,80.56,141000,0,1,low
"Бишкек, Горького - Алма-Атинская, 7 апреля 1а/1",42.8615,74.6336,монолитный,2025.0,9.0,14.0,1,43.0,53750,0,1,low
"Бишкек, Магистраль, ​Байтик Баатыра 4Б/3/Южная Магистраль",42.8181,74.6044,монолитный,2024.0,11.0,12.0,2,82.0,96760,0,1,low
"Бишкек, Джал 15 м-н",42.8456,74.5659,кирпичный,2022.0,5.0,8.0,1,47.0,73500,0,0,low
"Бишкек, Магистраль, просп. Айтматова / ул. Масалиева",42.8188,74.586,монолитный,2021.0,9.0,14.0,2,70.0,130000,0,0,low
"Бишкек, Золотой квадрат, Орозбекова 19/Чокморова",42.8687,74.6029,монолитный,2017.0,12.0,13.0,3,100.0,230000,0,0,low
"Бишкек, Магистраль, Токомбаева",42.8171,74.6235,монолитный,2021.0,12.0,12.0,2,95.0,175000,0,1,low
"Бишкек, Магистраль, Токомбаева, за парком ""Асанбай""",42.8161,74.6157,монолитный,2023.0,2.0,8.0,4,160.0,379000,0,0,low
"Бишкек, Арча-Бешик ж/м",42.8222,74.5576,кирпичный,2021.0,2.0,3.0,1,49.0,76000,0,0,low
"Бишкек, Золотой квадрат",42.8671,74.6043,монолитный,2023.0,10.0,14.0,2,50.0,105000,0,0,low
"Бишкек, Боталиева - Тулебердиева, Манаса-Васильева",42.9025,74.5863,монолитный,2024.0,2.0,5.0,1,42.0,57000,0,0,low
"Бишкек, с. Кок-Джар, Баялинова 31",42.8185,74.6463,панельный,2024.0,8.0,9.0,3,77.0,95200,0,0,low
"Бишкек, Аламедин-1 м-н",42.8757,74.6904,кирпичный,2022.0,2.0,4.0,2,51.0,66000,0,0,mid
"Бишкек, Магистраль 279",42.8248,74.5976,монолитный,2023.0,5.0,13.0,2,72.0,160000,0,0,low
"Бишкек, Молодая Гвардия, киевская 199",42.8783,74.5725,кирпичный,1990.0,2.0,5.0,1,31.0,46000,1,0,high
"Бишкек, Ак Кеме, Минжилкиева 117",42.836,74.5828,монолитный,2019.0,13.0,14.0,3,186.0,470000,0,0,low
"Бишкек, Джал-29 м-н, Садырбаева 258а",42.8306,74.5657,монолитный,2023.0,5.0,12.0,4,117.0,160000,0,0,low
"Бишкек, Горького - Алма-Атинская, Горького",42.8568,74.6308,монолитный,2024.0,10.0,14.0,2,82.0,72160,0,1,low
"Бишкек, Магистраль, Куттубаева/Южн. Магистраль",42.8113,74.6221,монолитный,2023.0,3.0,10.0,2,59.0,81500,0,0,low
"Бишкек, Гагарина, Репина 159",42.8491,74.5507,кирпичный,2025.0,8.0,10.0,2,83.0,77000,0,1,low
"Бишкек, Магистраль, Бакаева 142",42.8276,74.5768,кирпичный,2022.0,3.0,13.0,3,177.0,165000,0,1,low
"Бишкек, Магистраль, Байтик Баатыра (недалеко от Южных ворот)",42.8184,74.6055,монолитный,2022.0,7.0,10.0,3,80.0,153500,0,0,low
"Бишкек, Магистраль, Байтик-Баатыра/А. Токомбаева",42.8192,74.6031,монолитный,2022.0,6.0,14.0,1,43.0,82000,0,0,low
"Бишкек, Горького - Алма-Атинская,  ул. 7 Апреля (Алматинка/Горького)",42.8581,74.6338,монолитный,2025.0,2.0,12.0,1,49.2,56000,0,1,low
"Бишкек, Политех, Ахунбаева 169/1",42.8438,74.5908,монолитный,2020.0,12.0,12.0,4,143.0,155000,0,1,low
"Бишкек, КНУ, Абдумомунова 255",42.8805,74.5907,монолитный,2023.0,6.0,12.0,4,128.0,250000,0,0,low
"Бишкек, Магистраль, ​Байтик Баатыра 4Б/3/Южная Магистраль",42.8181,74.6044,монолитный,2024.0,7.0,12.0,1,53.0,68500,0,1,low
"Бишкек, Магистраль, ​Байтик Баатыра 4Б/3/Южная Магистраль",42.8181,74.6044,монолитный,2024.0,11.0,15.0,3,109.0,121000,0,1,low
"Бишкек, Магистраль, Бакаева 197",42.8311,74.5789,монолитный,2021.0,9.0,9.0,3,101.0,158000,0,0,low
"Бишкек, Городок энергетиков, Ауэзова/Зеленая",42.8769,74.6911,кирпичный,2022.0,2.0,4.0,1,30.0,45000,0,0,mid
"Бишкек, 12 м-н, 12 мкрн 57/1",42.8121,74.6374,монолитный,2021.0,6.0,12.0,3,143.0,150000,0,1,low
"Бишкек, Магистраль, Куттубаева/Южная Магистраль",42.8163,74.6224,монолитный,2022.0,6.0,12.0,4,120.0,90000,0,1,low
"Бишкек, 6 м-н, 6-й микрорайон, 7",42.8287,74.6301,панельный,2006.0,1.0,9.0,1,45.0,75000,0,0,high
"Бишкек, Душанбинка, Токтоналиева 20 34",42.8477,74.5953,кирпичный,2022.0,1.0,4.0,1,30.0,55000,0,0,high
"Бишкек, 5 м-н",42.832,74.6238,панельный,1992.0,4.0,5.0,3,65.0,91500,1,0,mid
"Бишкек, Горького - Алма-Атинская, Горького-7-апреля/Алматинка",42.8566,74.6386,монолитный,2023.0,6.0,9.0,2,53.0,64000,0,0,low
"Бишкек, Горького - Алма-Атинская,  ул.7-Апреля/ Горького (р/н ТРЦ «Технопарк»)",42.8581,74.6339,монолитный,2025.0,4.0,16.0,3,74.0,81059,0,1,low
"Бишкек, АЮ Grand, Анкара 28/Чокана Валиханова",42.8545,74.6736,монолитный,2016.0,3.0,10.0,1,50.0,73000,0,0,low
"Бишкек, АЮ Grand,  ул.Анкар  1/19",42.8565,74.672,монолитный,2024.0,8.0,12.0,1,48.0,73000,0,0,low
"Бишкек, Магистраль, Токомбаева 27",42.8221,74.6137,монолитный,2023.0,9.0,9.0,4,190.0,290000,0,0,low
"Бишкек, Магистраль, Сухэ-Батора/Токомбаева",42.8172,74.6102,кирпичный,2024.0,12.0,12.0,3,92.0,142000,0,0,low
