address,lat,lon,offer_type,series,building_material,build_year,floor,total_floors,rooms,area_total,area_living,condition,usd_price
"Бишкек, Магистраль, Байтик Баатыра/Южная Магистраль",42.819,74.6167,от агента,элитка,монолитный,2022.0,2.0,14.0,3,100.0,,евроремонт,170000
"Бишкек, Гагарина,  ул.Поваринская, мкр. Джал",42.8474,74.5671,от агента,элитка,монолитный,2023.0,7.0,16.0,2,59.0,,евроремонт,85000
"Бишкек, Магистраль, Аалы Токомбаева 21/4/Куттубаева",42.8172,74.6171,от агента,элитка,монолитный,2022.0,9.0,10.0,3,76.63,,евроремонт,133000
"Бишкек, Горького - Алма-Атинская, Горького-7-апреля 5",42.8566,74.6386,от собственника,элитка,монолитный,,9.0,10.0,1,26.0,20.0,евроремонт,43000
"Бишкек, Магистраль, Токомбаева 29/5",42.8239,74.6134,от собственника,элитка,монолитный,2017.0,7.0,12.0,1,48.0,,евроремонт,66000
"Бишкек, Ден Сяопина - Фучика",42.8791,74.5453,от агента,106 серия улучшенная,кирпичный,2024.0,5.0,5.0,1,45.0,,под самоотделку (псо),40000
"Бишкек, Центральная мечеть 7",42.8684,74.6185,от собственника,105 серия,панельный,1968.0,2.0,5.0,3,68.5,,хорошее,98000
"Бишкек, Магистраль, Сухэ Батора/Токомбаева",42.8213,74.6168,от агента,элитка,кирпичный,2022.0,7.0,14.0,3,92.0,,под самоотделку (псо),101200
"Бишкек, Улан-2 м-н",42.8442,74.6318,от агента,105 серия,панельный,,5.0,10.0,2,57.0,,евроремонт,75500
"Бишкек, Горького - Алма-Атинская, Горького-7-апреля",42.8566,74.6386,от агента,элитка,монолитный,2024.0,9.0,9.0,1,51.0,,евроремонт,67500
"Бишкек, 5 м-н",42.8314,74.6257,от агента,104 серия,панельный,,2.0,5.0,1,32.0,18.0,хорошее,60500
"Бишкек, Мадина,  ул. 7 апреля/Мамбетова",42.8689,74.6377,от агента,элитка,монолитный,2022.0,16.0,16.0,1,50.0,,под самоотделку (псо),54500
"Бишкек, Центральная мечеть",42.8711,74.6198,от агента,105 серия,панельный,,4.0,5.0,2,50.0,30.0,хорошее,86500
"Бишкек, Тунгуч м-н",42.8543,74.6862,от агента,индивид. планировка,кирпичный,,9.0,10.0,1,40.0,,среднее,52000
"Бишкек, 5 м-н, 5 микрорайон 72/1/Ф.Шопена",42.8299,74.6276,от собственника,105 серия,монолитный,,9.0,9.0,1,35.0,35.0,хорошее,57500
"Бишкек, Магистраль, Сухэ-Батора/Токомбаева",42.8195,74.6155,от агента,элитка,монолитный,2019.0,4.0,12.0,2,77.0,,евроремонт,164000
"Бишкек, Старый аэропорт",42.8403,74.5795,от собственника,элитка,монолитный,,3.0,9.0,2,64.0,15.0,под самоотделку (псо),85000
"Бишкек, Горького - Алма-Атинская",42.861,74.6353,от агента,элитка,кирпичный,,2.0,14.0,1,45.0,,под самоотделку (псо),52000
"Бишкек, Политех",42.8418,74.5827,от агента,элитка,кирпичный,,9.0,10.0,3,240.0,,под самоотделку (псо),168000
"Бишкек, Магистраль,  ул. Куттубаева, 15",42.8175,74.6179,от агента,элитка,монолитный,2023.0,12.0,14.0,3,102.17,,под самоотделку (псо),76000
"Бишкек, Джальская больница, Островская 136а/Айни",42.8496,74.5755,от агента,элитка,кирпичный,2026.0,16.0,17.0,1,45.0,,под самоотделку (псо),54000
"Бишкек, Горького - Панфилова, Фатьянова",42.8547,74.6049,от агента,элитка,кирпичный,,3.0,9.0,2,90.0,,хорошее,121000
"Бишкек, Средний Джал м-н, Тыналиева",42.8375,74.5677,от агента,106 серия,панельный,,9.0,9.0,3,80.0,,евроремонт,109500
"Бишкек, Магистраль, пр. Ч. Айтматова",42.8277,74.586,от агента,элитка,монолитный,2021.0,8.0,14.0,3,97.0,,под самоотделку (псо),130000
"Бишкек, Тунгуч м-н",42.855,74.6879,от агента,105 серия,панельный,1990.0,9.0,9.0,3,63.0,,среднее,80500
"Бишкек, Магистраль, Байтик-Баатыра/А. Токомбаева",42.8192,74.6031,от собственника,элитка,монолитный,2022.0,8.0,14.0,3,104.0,70.0,евроремонт,195000
"Бишкек, Тунгуч м-н",42.8534,74.6847,от агента,105 серия,панельный,,1.0,9.0,1,34.0,,евроремонт,55900
"Бишкек, Учкун ж/м, Ауэзова 6/1",42.8703,74.6912,от собственника,пентхаус,кирпичный,,6.0,7.0,4,150.0,,евроремонт,150000
"Бишкек, Парк Панфилова/Спартак, Панфилова, 202",42.8833,74.6015,от агента,индивид. планировка,кирпичный,1972.0,1.0,5.0,3,60.0,42.2,,95000
"Бишкек, Московская - Белинка, манаса 5",42.8666,74.5899,от агента,индивид. планировка,панельный,,8.0,9.0,3,75.0,,хорошее,109000
"Бишкек, Кок-Жар ж/м",42.8428,74.6462,от агента,элитка,кирпичный,,6.0,9.0,1,35.0,,хорошее,51000
"Бишкек, 7 м-н",42.8282,74.6181,от агента,элитка,монолитный,2010.0,4.0,9.0,2,78.0,,хорошее,115500
"Бишкек, Магистраль, Куттубаева/Южн. Магистраль",42.8113,74.6221,от агента,элитка,монолитный,2025.0,10.0,14.0,2,50.0,,под самоотделку (псо),52000
"Бишкек, Горького - Алма-Атинская, Горького-7-апреля",42.8566,74.6386,от собственника,108 серия,монолитный,2024.0,5.0,9.0,1,55.0,,евроремонт,70000
"Бишкек, Парк Ататюрк",42.8368,74.5979,от агента,104 серия,панельный,1980.0,1.0,4.0,3,58.0,40.0,евроремонт,77000
"Бишкек, VEFA,  ул.Горького 33",42.8575,74.607,от собственника,элитка,монолитный,2025.0,11.0,12.0,3,106.51,62.84,под самоотделку (псо),170416
"Бишкек, Восток-5 м-н, пр. Чуй 26/Алма-Атинская",42.8748,74.6359,от собственника,104 серия,кирпичный,2016.0,2.0,5.0,2,45.0,,хорошее,80000
"Бишкек, 7 м-н",42.8245,74.617,от агента,индивид. планировка,монолитный,2012.0,1.0,10.0,3,68.0,50.0,хорошее,107000
"Бишкек, Политех",42.8442,74.5858,от агента,хрущевка,панельный,,1.0,4.0,1,29.0,,хорошее,56000
"Бишкек, 8 м-н 17",42.8332,74.6133,от агента,104 серия,панельный,,4.0,4.0,1,32.0,,хорошее,59400
"Бишкек, АЮ Grand",42.8585,74.6886,от агента,106 серия улучшенная,панельный,2025.0,3.0,9.0,2,74.9,,под самоотделку (псо),65200
"Бишкек, 11 м-н,  ул. Саякабай Каралаева 13/9",42.8229,74.6328,от собственника,элитка,монолитный,2024.0,6.0,15.0,3,124.0,,под самоотделку (псо),186000
"Бишкек, Асанбай м-н, ​Улица Байтик Баатыра, 4 4Б/3/Аалы Токомбаева",42.8228,74.6195,от агента,элитка,кирпичный,2024.0,12.0,12.0,2,85.0,85.0,под самоотделку (псо),97750
"Бишкек, Джальская больница,  ул. Айни 95",42.8489,74.5704,от агента,элитка,монолитный,2023.0,10.0,13.0,2,53.0,,хорошее,72000
"Бишкек, с. Кок-Джар, с. Кок-Джар Бейшена Егимбаева, 145/1",42.814,74.6469,от агента,106 серия улучшенная,монолитный,2023.0,3.0,9.0,1,44.0,,евроремонт,63000
"Бишкек, Горького - Панфилова,  ул. тыныстанова 99/горького",42.8599,74.6022,от собственника,элитка,монолитный,,5.0,10.0,2,65.0,,евроремонт,110000
"Бишкек, Верхний Джал м-н,",42.836,74.567,от агента,элитка,кирпичный,,3.0,9.0,3,88.0,,евроремонт,122000
"Бишкек, ЖД вокзал, Панфилова 153",42.8669,74.6006,от агента,элитка,монолитный,2011.0,4.0,9.0,1,40.0,,евроремонт,76000
"Бишкек, с. Кок-Джар, Алма-Aтинская/Токомбаева",42.8163,74.6486,от агента,элитка,монолитный,2020.0,7.0,9.0,3,122.0,,евроремонт,163000
"Бишкек, Молодая Гвардия, Калыка Акиева",42.8721,74.5773,от агента,104 серия,панельный,,5.0,5.0,1,32.0,,хорошее,59000
"Бишкек, Ак Кеме, Чынгыза Айтматова пр-т, 97",42.8313,74.5836,от агента,индивид. планировка,монолитный,2022.0,8.0,10.0,4,160.0,103.0,,240000
"Бишкек, Магистраль, Куттубаева/Южная Магистраль",42.8161,74.6228,от агента,элитка,монолитный,2022.0,13.0,14.0,2,70.26,,под самоотделку (псо),87300
"Бишкек, Магистраль, Куттубаева/Южная Магистраль",42.8161,74.6228,от агента,элитка,кирпичный,,11.0,12.0,1,32.0,,под самоотделку (псо),42000
"Бишкек, Асанбай м-н, Куттубаева/Токомбаева",42.8204,74.6225,от агента,элитка,кирпичный,2024.0,2.0,10.0,1,55.0,,под самоотделку (псо),97000
"Бишкек, Ынтымак ж/м, Магистральная/Курултай",42.8099,74.5734,от агента,элитка,монолитный,2024.0,8.0,9.0,2,61.0,,под самоотделку (псо),65000
"Бишкек, Магистраль, Сухэ-Батора/Токомбаева",42.8195,74.6155,от агента,элитка,монолитный,2019.0,5.0,12.0,4,167.3,,под самоотделку (псо),217490
"Бишкек, Магистраль,  ул. Токомбаева/Куттубаева",42.8167,74.6245,от агента,элитка,монолитный,2025.0,5.0,9.0,2,80.0,,не достроено,147000
